المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة مكة المكرمه,جده,جده/ السلامة ,34265999,2026/01/01,1447/07/12,سكني,1,"583,333",153.21
منطقة مكة المكرمه,جده,جده/ السلامة ,34265813,2026/01/01,1447/07/12,سكني,1,"722,222",153.21
منطقة مكة المكرمه,جده,جده/ السلامة ,34265019,2026/01/01,1447/07/12,سكني,1,"722,222",153.21
منطقة مكة المكرمه,جده,جده/ السلامة ,34264696,2026/01/01,1447/07/12,سكني,1,"722,222",153.21
منطقة مكة المكرمه,جده,جده/ السلامة ,34265881,2026/01/01,1447/07/12,سكني,1,"722,222",170.80
منطقة مكة المكرمه,جده,جده/ السلامة ,34265135,2026/01/01,1447/07/12,سكني,1,"722,222",170.80
منطقة مكة المكرمه,جده,جده/ السلامة ,34265157,2026/01/01,1447/07/12,سكني,1,"722,222",170.80
منطقة مكة المكرمه,جده,جده/ السلامة ,34264405,2026/01/01,1447/07/12,سكني,1,"722,222",244.02
منطقة مكة المكرمه,جده,جده/ السلامة ,34265627,2026/01/01,1447/07/12,سكني,1,"722,222",170.80
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34257114,2026/01/01,1447/07/12,سكني,1,"2,150,000",328.30
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244168,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244265,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244036,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244206,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244121,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244384,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244027,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34244397,2026/01/01,1447/07/12,سكني,1,"2,592,000",720.00
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34256735,2026/01/01,1447/07/12,سكني,1,"2,900,000",312.50
منطقة مكة المكرمه,جده,جده/ أبحر الشمالية ,34262121,2026/01/01,1447/07/12,سكني,1,"2,850,000",300.00
منطقة مكة المكرمه,جده,جده/العزيزية,34260524,2026/01/01,1447/07/12,سكني,1,"365,000",112.88
منطقة الرياض,الرياض,الرياض/ عكاظ ,34251885,2026/01/01,1447/07/12,سكني,1,"449,000",134.24
منطقة الشرقية,الدمام,الدمام/ العنود ,34249678,2026/01/01,1447/07/12,سكني,1,"140,000",37.50
منطقة الشرقية,الدمام,الدمام/ العنود ,34250776,2026/01/01,1447/07/12,سكني,1,"140,000",37.50
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ المقر ,34256706,2026/01/01,1447/07/12,سكني,1,"571,429",400.00
منطقة مكة المكرمه,جده,جده/ الريان ,34260521,2026/01/01,1447/07/12,سكني,1,"464,000",133.71
منطقة مكة المكرمه,جده,جده/ الريان ,34257109,2026/01/01,1447/07/12,سكني,1,"600,000",215.74
منطقة مكة المكرمه,جده,جده/ الريان ,34250628,2026/01/01,1447/07/12,سكني,1,"642,200",163.48
منطقة مكة المكرمه,جده,جده/ الريان ,34264238,2026/01/01,1447/07/12,سكني,1,"370,000",107.84
منطقة مكة المكرمه,جده,جده/ الريان ,34261313,2026/01/01,1447/07/12,سكني,1,"2,050,000",660.00
منطقة مكة المكرمه,جده,جده/ الريان ,34260943,2026/01/01,1447/07/12,سكني,1,"470,000",122.19
منطقة تبوك,تبوك,تبوك/ اليرموك ,34245635,2026/01/01,1447/07/12,سكني,1,"955,160",640.00
منطقة تبوك,تبوك,تبوك/ الروضة ,34245570,2026/01/01,1447/07/12,سكني,1,"1,088,732",400.00
منطقة تبوك,تبوك,تبوك/ البوادى ,34250929,2026/01/01,1447/07/12,تجاري,1,"980,000",640.00
منطقة تبوك,تبوك,تبوك/ البوادى ,34251139,2026/01/01,1447/07/12,تجاري,1,"1,624,500",640.00
منطقة تبوك,تبوك,تبوك/ البوادى ,34248336,2026/01/01,1447/07/12,سكني,1,"1,235,176",640.00
منطقة تبوك,تبوك,تبوك/ البوادى ,34252429,2026/01/01,1447/07/12,سكني,1,"565,000",173.55
منطقة الجوف,سكاكا,سكاكا/ الربوة ,34243668,2026/01/01,1447/07/12,تجاري,1,"1,646,698",953.69
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ ضاحية ابيار الماشى ,34251325,2026/01/01,1447/07/12,تجاري,1,"350,000",909.21
منطقة الشرقية,الدمام,الدمام/ الخليج ,34238545,2026/01/01,1447/07/12,سكني,1,"500,000",69.78
منطقة الشرقية,الدمام,الدمام/ الجلوية ,34252627,2026/01/01,1447/07/12,سكني,1,"975,000",447.98
منطقة الشرقية,الدمام,الدمام/ الريان ,34256836,2026/01/01,1447/07/12,سكني,1,"2,550,000",385.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34247886,2026/01/01,1447/07/12,سكني,1,"502,848",47.47
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34242941,2026/01/01,1447/07/12,سكني,1,"431,922",44.26
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34246583,2026/01/01,1447/07/12,سكني,1,"502,444",47.47
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34245433,2026/01/01,1447/07/12,سكني,1,"364,380",44.89
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243896,2026/01/01,1447/07/12,سكني,1,"448,116",42.25
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243546,2026/01/01,1447/07/12,سكني,1,"582,559",51.29
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243447,2026/01/01,1447/07/12,سكني,1,"360,000",35.68
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243932,2026/01/01,1447/07/12,سكني,1,"426,040",44.26
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243249,2026/01/01,1447/07/12,سكني,1,"479,509",40.34
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34243221,2026/01/01,1447/07/12,سكني,1,"436,203",44.26
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34244114,2026/01/01,1447/07/12,سكني,1,"409,446",39.53
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34244470,2026/01/01,1447/07/12,سكني,1,"477,991",46.36
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34244920,2026/01/01,1447/07/12,سكني,1,"374,314",35.68
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34246239,2026/01/01,1447/07/12,سكني,1,"893,322",57.67
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ المعابدة ,34246020,2026/01/01,1447/07/12,سكني,1,"517,868",47.47
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ الشافية مخطط البركه فى منطقة الزبير ,34251028,2026/01/01,1447/07/12,سكني,1,"485,000",519.93
منطقة الجوف,سكاكا,سكاكا/ شمال سكاكا ,34243337,2026/01/01,1447/07/12,سكني,1,"1,329,577",621.00
منطقة مكة المكرمه,جده,جده/ الرحاب ,34248902,2026/01/01,1447/07/12,سكني,1,"600,000",218.14
منطقة مكة المكرمه,جده,جده/ الرحاب ,34261033,2026/01/01,1447/07/12,سكني,1,"600,000",134.46
منطقة مكة المكرمه,جده,جده/البوادى,34263934,2026/01/01,1447/07/12,سكني,2,"7,230,000",900.00
منطقة مكة المكرمه,جده,جده/البوادى,34252648,2026/01/01,1447/07/12,سكني,1,"5,600,000",540.00
منطقة مكة المكرمه,جده,جده/ النهضة ,34252066,2026/01/01,1447/07/12,سكني,1,"3,186,022",750.00
منطقة مكة المكرمه,جده,جده/ بني مالك ,34253852,2026/01/01,1447/07/12,سكني,1,"2,200,000",525.00
منطقة المدينة المنوره,المهد,المهد/أخرى,34250901,2026/01/01,1447/07/12,سكني,1,"10,000",400.99
منطقة المدينة المنوره,المهد,المهد/أخرى,34250805,2026/01/01,1447/07/12,سكني,1,"10,000",394.20
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ بطحاء قريش ,34257753,2026/01/01,1447/07/12,سكني,1,"485,000",134.02
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ بطحاء قريش ,34249670,2026/01/01,1447/07/12,سكني,1,"650,000",248.32
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ حى السـلام ,34248654,2026/01/01,1447/07/12,سكني,1,"625,000",204.14
منطقة نجران,نجران,نجران/ التلال ,34265933,2026/01/01,1447/07/12,سكني,1,"10,000",750.00
منطقة نجران,نجران,نجران/ العريسة ,34260041,2026/01/01,1447/07/12,سكني,1,"10,000",120.52
منطقة الشرقية,الدمام,الدمام/ المزروعية ,34247909,2026/01/01,1447/07/12,تجاري,2,"980,000","1,477.50"
منطقة مكة المكرمه,جده,جده/ الرغامة ,34260469,2026/01/01,1447/07/12,سكني,1,"1,800,000",892.39
منطقة مكة المكرمه,جده,جده/ جوهرة العروس ,34250989,2026/01/01,1447/07/12,سكني,1,"1,100,000",900.00
منطقة مكة المكرمه,جده,جده/ جوهرة العروس ,34252143,2026/01/01,1447/07/12,سكني,1,"840,000",900.00
منطقة مكة المكرمه,جده,جده/ الشاطى ,34246430,2026/01/01,1447/07/12,سكني,1,"7,830,882","1,845.50"
منطقة تبوك,تبوك,تبوك/ النهضة ,34256747,2026/01/01,1447/07/12,تجاري,1,"391,000",410.23
منطقة مكة المكرمه,جده,جده/ الفيصلية ,34261759,2026/01/01,1447/07/12,سكني,1,"2,000,000",400.00
منطقة مكة المكرمه,جده,جده/ الفيصلية ,34217716,2026/01/01,1447/07/12,سكني,1,"400,000",166.87
منطقة مكة المكرمه,جده,جده/ الصفا ,34249275,2026/01/01,1447/07/12,سكني,1,"500,000",172.90
منطقة مكة المكرمه,جده,جده/ الصفا ,34263183,2026/01/01,1447/07/12,سكني,1,"500,000",127.68
منطقة مكة المكرمه,جده,جده/ الصفا ,34262185,2026/01/01,1447/07/12,سكني,1,"500,000",127.68
منطقة مكة المكرمه,جده,جده/ الصفا ,34255631,2026/01/01,1447/07/12,سكني,1,"1,000,000",283.57
منطقة مكة المكرمه,جده,جده/ الصفا ,34250460,2026/01/01,1447/07/12,سكني,1,"441,750",100.51
منطقة مكة المكرمه,جده,جده/ الصفا ,34252595,2026/01/01,1447/07/12,سكني,1,"3,174,000",830.00
منطقة مكة المكرمه,جده,جده/ الروضة ,34259054,2026/01/01,1447/07/12,سكني,1,"1,000,000",206.35
منطقة مكة المكرمه,جده,جده/ الروضة ,34257112,2026/01/01,1447/07/12,سكني,1,"1,000,000",206.35
منطقة مكة المكرمه,جده,جده/ الروضة ,34258435,2026/01/01,1447/07/12,سكني,1,"1,000,000",206.35
منطقة مكة المكرمه,جده,جده/ الروضة ,34257742,2026/01/01,1447/07/12,سكني,1,"1,000,000",206.35
منطقة مكة المكرمه,جده,جده/ النجمة ,34251430,2026/01/01,1447/07/12,سكني,1,"500,000",449.50
منطقة مكة المكرمه,جده,جده/ الصفوة ,34256811,2026/01/01,1447/07/12,سكني,1,"500,000",600.00
منطقة مكة المكرمه,جده,جده/ الصفوة ,34252042,2026/01/01,1447/07/12,سكني,1,"450,000",480.00
منطقة مكة المكرمه,جده,جده/ الهدا ,34250558,2026/01/01,1447/07/12,سكني,1,"773,000",360.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ اليرموك ,34246282,2026/01/01,1447/07/12,سكني,1,"145,000",400.00
منطقة الشرقية,القطيف,القطيف/ النسيم ,34245655,2026/01/01,1447/07/12,تجاري,2,"500,000","1,076.00"
منطقة الشرقية,حفر الباطن,حفر الباطن/ الريان ,34243003,2026/01/01,1447/07/12,سكني,1,"931,670",400.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ المروج ,34243191,2026/01/01,1447/07/12,سكني,1,"815,490",400.00
منطقة الشرقية,الخبر,الخبر/ اشبيليا ,34261610,2026/01/01,1447/07/12,سكني,1,"500,000",139.61
منطقة الشرقية,الخبر,الخبر/ اشبيليا ,34260440,2026/01/01,1447/07/12,سكني,1,"520,000",133.08
منطقة الشرقية,الخبر,الخبر/ اشبيليا ,34260858,2026/01/01,1447/07/12,سكني,1,"510,000",146.20
منطقة الشرقية,الخبر,الخبر/ اشبيليا ,34263567,2026/01/01,1447/07/12,سكني,1,"510,000",146.20
منطقة مكة المكرمه,جده,جده/ الياقوت ,33985785,2026/01/01,1447/07/12,سكني,1,"739,200",462.00
منطقة مكة المكرمه,جده,جده/ الياقوت ,34229323,2026/01/01,1447/07/12,سكني,1,"739,200",462.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34263952,2026/01/01,1447/07/12,سكني,1,"606,960",674.50
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34264231,2026/01/01,1447/07/12,سكني,1,"634,437",709.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ شرائع المجاهدين رقم 8 المعدل ,34264383,2026/01/01,1447/07/12,سكني,1,"602,820",669.80
منطقة مكة المكرمه,خليص,خليص/ خارج حدود الأحياء ,34251632,2026/01/01,1447/07/12,سكني,1,"100,000",630.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ البلدية ,34254370,2026/01/01,1447/07/12,سكني,1,"100,000",300.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ قرطبة ,34252480,2026/01/01,1447/07/12,سكني,1,"100,000",933.75
منطقة مكة المكرمه,جده,جده/ الجزيرة ,34251718,2026/01/01,1447/07/12,سكني,1,"530,000",925.50
منطقة مكة المكرمه,جده,جده/ الفرقان ,34255985,2026/01/01,1447/07/12,سكني,1,"300,000",450.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ السليمانية ,34250554,2026/01/01,1447/07/12,سكني,1,"186,000",480.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ المحمدية ,34243185,2026/01/01,1447/07/12,سكني,1,"1,155,624",500.00
منطقة الشرقية,حفر الباطن,حفر الباطن/أخرى,34249755,2026/01/01,1447/07/12,سكني,1,"62,000",720.00
منطقة القصيم,بريده,بريده/ الريان ,34251025,2026/01/01,1447/07/12,سكني,1,"150,000",104.65
